class,filename,width,height,file_size_kb
hazardous,hazardous_battery-48_aug1141.jpg,224,224,17.06
hazardous,hazardous_battery-48_aug1179.jpg,224,224,17.15
hazardous,hazardous_battery-48_aug1842.jpg,224,224,10.32
hazardous,hazardous_battery-48_aug1894.jpg,224,224,15.97
hazardous,hazardous_battery-48_aug2082.jpg,224,224,17.11
hazardous,hazardous_battery-48_aug2312.jpg,224,224,15.15
hazardous,hazardous_battery-48_aug624.jpg,224,224,15.04
hazardous,hazardous_battery-48_aug762.jpg,224,224,16.62
hazardous,hazardous_battery-48_aug818.jpg,224,224,16.03
hazardous,hazardous_battery-49_aug1.jpg,224,224,17.69
hazardous,hazardous_battery-49_aug2690.jpg,224,224,16.9
hazardous,hazardous_battery-49_aug691.jpg,224,224,17.62
hazardous,hazardous_battery-49_aug857.jpg,224,224,17.26
hazardous,hazardous_battery-4_aug1076.jpg,224,224,10.98
hazardous,hazardous_battery-4_aug1446.jpg,224,224,11.7
hazardous,hazardous_battery-5.jpg,224,224,12.04
hazardous,hazardous_battery-50_aug2325.jpg,224,224,15.88
hazardous,hazardous_battery-50_aug237.jpg,224,224,16.47
hazardous,hazardous_battery-50_aug416.jpg,224,224,15.29
hazardous,hazardous_battery-50_aug546.jpg,224,224,15.92
hazardous,hazardous_battery-50_aug846.jpg,224,224,16.09
hazardous,hazardous_battery-50_aug951.jpg,224,224,16.82
hazardous,hazardous_battery-51.jpg,224,224,16.72
hazardous,hazardous_battery-51_aug174.jpg,224,224,16.83
hazardous,hazardous_battery-51_aug253.jpg,224,224,17.66
hazardous,hazardous_battery-51_aug347.jpg,224,224,17.68
hazardous,hazardous_battery-51_aug440.jpg,224,224,16.81
hazardous,hazardous_battery-52_aug1026.jpg,224,224,14.8
hazardous,hazardous_battery-52_aug191.jpg,224,224,15.85
hazardous,hazardous_battery-52_aug2280.jpg,224,224,15.42
hazardous,hazardous_battery-52_aug229.jpg,224,224,13.53
hazardous,hazardous_battery-52_aug679.jpg,224,224,16.28
hazardous,hazardous_battery-53_aug1065.jpg,224,224,15.56
hazardous,hazardous_battery-53_aug1167.jpg,224,224,15.58
hazardous,hazardous_battery-53_aug143.jpg,224,224,15.59
hazardous,hazardous_battery-54_aug1317.jpg,224,224,16.3
hazardous,hazardous_battery-54_aug1932.jpg,224,224,16.36
hazardous,hazardous_battery-54_aug1949.jpg,224,224,15.36
hazardous,hazardous_battery-54_aug2230.jpg,224,224,16.29
hazardous,hazardous_battery-54_aug2345.jpg,224,224,16.29
hazardous,hazardous_battery-54_aug2595.jpg,224,224,16.07
hazardous,hazardous_battery-54_aug279.jpg,224,224,15.88
hazardous,hazardous_battery-54_aug405.jpg,224,224,16.33
hazardous,hazardous_battery-55_aug1631.jpg,224,224,14.53
hazardous,hazardous_battery-55_aug1789.jpg,224,224,16.58
hazardous,hazardous_battery-55_aug1923.jpg,224,224,16.55
hazardous,hazardous_battery-55_aug202.jpg,224,224,16.52
hazardous,hazardous_battery-56.jpg,224,224,15.05
hazardous,hazardous_battery-56_aug1589.jpg,224,224,15.27
hazardous,hazardous_battery-56_aug1665.jpg,224,224,14.55
hazardous,hazardous_battery-56_aug1999.jpg,224,224,15.07
hazardous,hazardous_battery-56_aug594.jpg,224,224,15.64
hazardous,hazardous_battery-56_aug731.jpg,224,224,14.32
hazardous,hazardous_battery-56_aug790.jpg,224,224,14.04
hazardous,hazardous_battery-57_aug1185.jpg,224,224,15.99
hazardous,hazardous_battery-57_aug15.jpg,224,224,17.93
hazardous,hazardous_battery-57_aug1971.jpg,224,224,14.88
hazardous,hazardous_battery-57_aug2276.jpg,224,224,15.01
hazardous,hazardous_battery-58.jpg,224,224,16.72
hazardous,hazardous_battery-58_aug1211.jpg,224,224,16.78
hazardous,hazardous_battery-58_aug1668.jpg,224,224,15.41
hazardous,hazardous_battery-58_aug1863.jpg,224,224,16.64
hazardous,hazardous_battery-58_aug2105.jpg,224,224,15.27
hazardous,hazardous_battery-58_aug2132.jpg,224,224,16.8
hazardous,hazardous_battery-58_aug284.jpg,224,224,17.64
hazardous,hazardous_battery-58_aug950.jpg,224,224,16.7
hazardous,hazardous_battery-59_aug27.jpg,224,224,15.58
hazardous,hazardous_battery-59_aug808.jpg,224,224,15.82
hazardous,hazardous_battery-5_aug194.jpg,224,224,12.9
hazardous,hazardous_battery-60_aug1325.jpg,224,224,17.46
hazardous,hazardous_battery-60_aug1366.jpg,224,224,17.07
hazardous,hazardous_battery-60_aug2262.jpg,224,224,14.99
hazardous,hazardous_battery-61_aug1007.jpg,224,224,17.08
hazardous,hazardous_battery-61_aug1560.jpg,224,224,17.22
hazardous,hazardous_battery-62_aug1535.jpg,224,224,14.74
hazardous,hazardous_battery-62_aug485.jpg,224,224,15.15
hazardous,hazardous_battery-62_aug598.jpg,224,224,13.98
hazardous,hazardous_battery-62_aug897.jpg,224,224,15.44
hazardous,hazardous_battery-63_aug1716.jpg,224,224,13.36
hazardous,hazardous_battery-63_aug2013.jpg,224,224,14.15
hazardous,hazardous_battery-63_aug2492.jpg,224,224,14.68
hazardous,hazardous_battery-64_aug1097.jpg,224,224,16.04
hazardous,hazardous_battery-64_aug1818.jpg,224,224,16.02
hazardous,hazardous_battery-64_aug1879.jpg,224,224,13.61
hazardous,hazardous_battery-64_aug2665.jpg,224,224,16.49
hazardous,hazardous_battery-64_aug2719.jpg,224,224,16.94
hazardous,hazardous_battery-64_aug76.jpg,224,224,16.02
hazardous,hazardous_battery-65_aug1271.jpg,224,224,13.43
hazardous,hazardous_battery-65_aug1330.jpg,224,224,14.06
hazardous,hazardous_battery-65_aug188.jpg,224,224,14.45
hazardous,hazardous_battery-65_aug759.jpg,224,224,13.46
hazardous,hazardous_battery-66_aug1046.jpg,224,224,17.2
hazardous,hazardous_battery-66_aug1146.jpg,224,224,16.37
hazardous,hazardous_battery-66_aug885.jpg,224,224,15.18
hazardous,hazardous_battery-67_aug1082.jpg,224,224,16.21
hazardous,hazardous_battery-67_aug1265.jpg,224,224,16.48
hazardous,hazardous_battery-67_aug1791.jpg,224,224,16.47
hazardous,hazardous_battery-67_aug2021.jpg,224,224,17.98
hazardous,hazardous_battery-67_aug2721.jpg,224,224,16.38
hazardous,hazardous_battery-67_aug746.jpg,224,224,17.15
hazardous,hazardous_battery-67_aug964.jpg,224,224,16.41
hazardous,hazardous_battery-68_aug1206.jpg,224,224,14.57
hazardous,hazardous_battery-68_aug339.jpg,224,224,14.52
hazardous,hazardous_battery-68_aug491.jpg,224,224,8.41
hazardous,hazardous_battery-69.jpg,224,224,15.51
hazardous,hazardous_battery-69_aug1612.jpg,224,224,15.71
hazardous,hazardous_battery-69_aug1622.jpg,224,224,15.55
hazardous,hazardous_battery-69_aug2246.jpg,224,224,15.03
hazardous,hazardous_battery-69_aug844.jpg,224,224,15.83
hazardous,hazardous_battery-6_aug1380.jpg,224,224,15.15
hazardous,hazardous_battery-6_aug17.jpg,224,224,15.5
hazardous,hazardous_battery-6_aug1760.jpg,224,224,15.11
hazardous,hazardous_battery-6_aug1808.jpg,224,224,14.09
hazardous,hazardous_battery-6_aug2016.jpg,224,224,15.09
hazardous,hazardous_battery-6_aug2035.jpg,224,224,15.14
hazardous,hazardous_battery-70_aug1001.jpg,224,224,15.22
hazardous,hazardous_battery-70_aug2065.jpg,224,224,16.47
hazardous,hazardous_battery-70_aug2066.jpg,224,224,15.51
hazardous,hazardous_battery-70_aug2200.jpg,224,224,15.1
hazardous,hazardous_battery-71_aug1480.jpg,224,224,15.23
hazardous,hazardous_battery-71_aug2212.jpg,224,224,14.67
hazardous,hazardous_battery-71_aug2314.jpg,224,224,14.69
hazardous,hazardous_battery-71_aug240.jpg,224,224,16.84
hazardous,hazardous_battery-72_aug1568.jpg,224,224,17.45
hazardous,hazardous_battery-72_aug1646.jpg,224,224,17.29
hazardous,hazardous_battery-72_aug200.jpg,224,224,17.24
hazardous,hazardous_battery-72_aug644.jpg,224,224,17.23
hazardous,hazardous_battery-72_aug961.jpg,224,224,17.61
hazardous,hazardous_battery-73_aug1322.jpg,224,224,10.65
hazardous,hazardous_battery-73_aug1361.jpg,224,224,11.75
hazardous,hazardous_battery-73_aug2728.jpg,224,224,10.61
hazardous,hazardous_battery-73_aug2736.jpg,224,224,12.5
hazardous,hazardous_battery-73_aug305.jpg,224,224,10.6
hazardous,hazardous_battery-73_aug508.jpg,224,224,11.96
hazardous,hazardous_battery-73_aug631.jpg,224,224,10.67
hazardous,hazardous_battery-74_aug1030.jpg,224,224,17.49
hazardous,hazardous_battery-74_aug1994.jpg,224,224,16.1
hazardous,hazardous_battery-74_aug31.jpg,224,224,17.52
hazardous,hazardous_battery-74_aug420.jpg,224,224,16.73
hazardous,hazardous_battery-74_aug65.jpg,224,224,16.74
hazardous,hazardous_battery-75_aug105.jpg,224,224,13.55
hazardous,hazardous_battery-75_aug1440.jpg,224,224,15.35
hazardous,hazardous_battery-75_aug2018.jpg,224,224,12.63
hazardous,hazardous_battery-76_aug1859.jpg,224,224,12.9
hazardous,hazardous_battery-76_aug2093.jpg,224,224,12.83
hazardous,hazardous_battery-76_aug758.jpg,224,224,12.94
hazardous,hazardous_battery-77.jpg,224,224,14.19
hazardous,hazardous_battery-77_aug1617.jpg,224,224,14.23
hazardous,hazardous_battery-78_aug1125.jpg,224,224,13.07
hazardous,hazardous_battery-8.jpg,224,224,12.78
hazardous,hazardous_battery-8_aug1738.jpg,224,224,14.92
hazardous,hazardous_battery-8_aug619.jpg,224,224,14.14
hazardous,hazardous_battery-9.jpg,224,224,12.48
hazardous,hazardous_battery-9_aug329.jpg,224,224,13.26
hazardous,hazardous_battery-9_aug525.jpg,224,224,12.44
hazardous,hazardous_battery-9_aug590.jpg,224,224,14.04
hazardous,hazardous_e-waste-10.jpg,224,224,14.55
hazardous,hazardous_e-waste-10_aug1593.jpg,224,224,15.7
hazardous,hazardous_e-waste-10_aug201.jpg,224,224,14.51
hazardous,hazardous_e-waste-10_aug2167.jpg,224,224,15.83
hazardous,hazardous_e-waste-12_aug584.jpg,224,224,15.83
hazardous,hazardous_e-waste-13.jpg,224,224,16.69
hazardous,hazardous_e-waste-13_aug1215.jpg,224,224,16.85
hazardous,hazardous_e-waste-13_aug874.jpg,224,224,15.04
hazardous,hazardous_e-waste-14_aug1666.jpg,224,224,14.78
hazardous,hazardous_e-waste-14_aug1904.jpg,224,224,14.89
hazardous,hazardous_e-waste-14_aug2527.jpg,224,224,15.65
hazardous,hazardous_e-waste-15.jpg,224,224,12.08
hazardous,hazardous_e-waste-15_aug1158.jpg,224,224,11.99
hazardous,hazardous_e-waste-15_aug2134.jpg,224,224,12.76
hazardous,hazardous_e-waste-15_aug97.jpg,224,224,14.6
hazardous,hazardous_e-waste-16_aug1260.jpg,224,224,13.57
hazardous,hazardous_e-waste-16_aug2644.jpg,224,224,13.97
hazardous,hazardous_e-waste-16_aug70.jpg,224,224,13.08
hazardous,hazardous_e-waste-16_aug799.jpg,224,224,13.35
hazardous,hazardous_e-waste-17_aug1577.jpg,224,224,11.1
hazardous,hazardous_e-waste-17_aug1959.jpg,224,224,11.66
hazardous,hazardous_e-waste-17_aug2459.jpg,224,224,11.08
hazardous,hazardous_e-waste-18.jpg,224,224,13.84
hazardous,hazardous_e-waste-18_aug1244.jpg,224,224,14.08
hazardous,hazardous_e-waste-18_aug1957.jpg,224,224,12.44
hazardous,hazardous_e-waste-18_aug2130.jpg,224,224,13.87
hazardous,hazardous_e-waste-18_aug233.jpg,224,224,14.33
hazardous,hazardous_e-waste-18_aug50.jpg,224,224,14.48
hazardous,hazardous_e-waste-19_aug1742.jpg,224,224,10.85
hazardous,hazardous_e-waste-20_aug825.jpg,224,224,13.2
hazardous,hazardous_e-waste-21_aug1327.jpg,224,224,15.14
hazardous,hazardous_e-waste-21_aug168.jpg,224,224,14.36
hazardous,hazardous_e-waste-21_aug1816.jpg,224,224,13.03
hazardous,hazardous_e-waste-21_aug921.jpg,224,224,13.69
hazardous,hazardous_e-waste-22_aug1925.jpg,224,224,12.06
hazardous,hazardous_e-waste-22_aug193.jpg,224,224,13.45
hazardous,hazardous_e-waste-22_aug850.jpg,224,224,12.1
hazardous,hazardous_e-waste-23_aug1395.jpg,224,224,14.7
hazardous,hazardous_e-waste-23_aug1494.jpg,224,224,13.33
hazardous,hazardous_e-waste-23_aug1496.jpg,224,224,13.32
hazardous,hazardous_e-waste-23_aug293.jpg,224,224,14.63
hazardous,hazardous_e-waste-24_aug1714.jpg,224,224,14.12
hazardous,hazardous_e-waste-24_aug1991.jpg,224,224,15.17
hazardous,hazardous_e-waste-24_aug452.jpg,224,224,14.98
hazardous,hazardous_e-waste-24_aug794.jpg,224,224,14.92
hazardous,hazardous_e-waste-25_aug1020.jpg,224,224,11.95
hazardous,hazardous_e-waste-25_aug1562.jpg,224,224,12.48
hazardous,hazardous_e-waste-25_aug2583.jpg,224,224,13.99
hazardous,hazardous_e-waste-25_aug678.jpg,224,224,12.2
hazardous,hazardous_e-waste-25_aug777.jpg,224,224,11.89
hazardous,hazardous_e-waste-26_aug54.jpg,224,224,14.25
hazardous,hazardous_e-waste-26_aug807.jpg,224,224,15.9
hazardous,hazardous_e-waste-27_aug1992.jpg,224,224,16.05
hazardous,hazardous_e-waste-27_aug2140.jpg,224,224,14.57
hazardous,hazardous_e-waste-27_aug277.jpg,224,224,14.49
hazardous,hazardous_e-waste-2_aug2199.jpg,224,224,16.51
hazardous,hazardous_e-waste-2_aug2619.jpg,224,224,17.42
hazardous,hazardous_e-waste-3_aug2122.jpg,224,224,16.15
hazardous,hazardous_e-waste-3_aug376.jpg,224,224,18.09
hazardous,hazardous_e-waste-4_aug1120.jpg,224,224,20.83
hazardous,hazardous_e-waste-4_aug1416.jpg,224,224,19.32
hazardous,hazardous_e-waste-4_aug1540.jpg,224,224,21.16
hazardous,hazardous_e-waste-4_aug1866.jpg,224,224,21.87
hazardous,hazardous_e-waste-4_aug2355.jpg,224,224,19.28
hazardous,hazardous_e-waste-4_aug2392.jpg,224,224,21.02
hazardous,hazardous_e-waste-4_aug737.jpg,224,224,19.62
hazardous,hazardous_e-waste-5.jpg,224,224,19.75
hazardous,hazardous_e-waste-5_aug1389.jpg,224,224,20.82
hazardous,hazardous_e-waste-5_aug1511.jpg,224,224,17.7
hazardous,hazardous_e-waste-5_aug1943.jpg,224,224,19.82
hazardous,hazardous_e-waste-5_aug2544.jpg,224,224,21.21
hazardous,hazardous_e-waste-5_aug734.jpg,224,224,21.16
hazardous,hazardous_e-waste-6.jpg,224,224,20.3
hazardous,hazardous_e-waste-6_aug1248.jpg,224,224,20.79
hazardous,hazardous_e-waste-6_aug1509.jpg,224,224,20.51
hazardous,hazardous_e-waste-7_aug2269.jpg,224,224,20.66
hazardous,hazardous_e-waste-7_aug474.jpg,224,224,20.01
hazardous,hazardous_e-waste-8_aug1606.jpg,224,224,16.84
hazardous,hazardous_e-waste-8_aug83.jpg,224,224,17.29
hazardous,hazardous_e-waste-9_aug1191.jpg,224,224,12.85
hazardous,hazardous_e-waste-9_aug2406.jpg,224,224,13.52
hazardous,hazardous_e-waste-9_aug953.jpg,224,224,15.67
Kaca,kaca_R_3850.jpg,224,224,5.66
Kaca,kaca_R_3851.jpg,224,224,7.87
Kaca,kaca_R_3852.jpg,224,224,5.68
Kaca,kaca_R_3853.jpg,224,224,8.74
Kaca,kaca_R_3854.jpg,224,224,7.14
Kaca,kaca_R_3855.jpg,224,224,5.68
Kaca,kaca_R_3856.jpg,224,224,4.97
Kaca,kaca_R_3857.jpg,224,224,5.59
Kaca,kaca_R_3858.jpg,224,224,5.1
Kaca,kaca_R_3859.jpg,224,224,7.17
Kaca,kaca_R_3860.jpg,224,224,11.21
Kaca,kaca_R_3861.jpg,224,224,9.57
Kaca,kaca_R_3862.jpg,224,224,9.24
Kaca,kaca_R_3863.jpg,224,224,7.68
Kaca,kaca_R_3864.jpg,224,224,9.85
Kaca,kaca_R_3865.jpg,224,224,11.0
Kaca,kaca_R_3866.jpg,224,224,6.13
Kaca,kaca_R_3867.jpg,224,224,9.04
Kaca,kaca_R_3868.jpg,224,224,5.98
Kaca,kaca_R_3869.jpg,224,224,10.81
Kaca,kaca_R_3870.jpg,224,224,20.05
Kaca,kaca_R_3871.jpg,224,224,8.39
Kaca,kaca_R_3872.jpg,224,224,10.12
Kaca,kaca_R_3873.jpg,224,224,10.64
Kaca,kaca_R_3874.jpg,224,224,9.14
Kaca,kaca_R_3875.jpg,224,224,9.44
Kaca,kaca_R_3876.jpg,224,224,14.63
Kaca,kaca_R_3877.jpg,224,224,9.13
Kaca,kaca_R_3878.jpg,224,224,22.92
Kaca,kaca_R_3879.jpg,224,224,26.93
Kaca,kaca_R_3880.jpg,224,224,9.16
Kaca,kaca_R_3881.jpg,224,224,8.92
Kaca,kaca_R_3882.jpg,224,224,5.15
Kaca,kaca_R_3883.jpg,224,224,14.52
Kaca,kaca_R_3884.jpg,224,224,15.15
Kaca,kaca_R_3885.jpg,224,224,11.77
Kaca,kaca_R_3886.jpg,224,224,8.8
Kaca,kaca_R_3887.jpg,224,224,10.31
Kaca,kaca_R_3888.jpg,224,224,20.82
Kaca,kaca_R_3889.jpg,224,224,11.56
Kaca,kaca_R_3890.jpg,224,224,6.48
Kaca,kaca_R_3891.jpg,224,224,28.64
Kaca,kaca_R_3892.jpg,224,224,10.16
Kaca,kaca_R_3893.jpg,224,224,8.05
Kaca,kaca_R_3894.jpg,224,224,10.02
Kaca,kaca_R_3895.jpg,224,224,6.01
Kaca,kaca_R_3896.jpg,224,224,7.83
Kaca,kaca_R_3897.jpg,224,224,7.48
Kaca,kaca_R_3898.jpg,224,224,16.52
Kaca,kaca_R_3899.jpg,224,224,10.77
Kaca,kaca_R_3900.jpg,224,224,9.94
Kaca,kaca_R_3901.jpg,224,224,4.87
Kaca,kaca_R_3902.jpg,224,224,12.51
Kaca,kaca_R_3903.jpg,224,224,5.78
Kaca,kaca_R_3904.jpg,224,224,9.39
Kaca,kaca_R_3905.jpg,224,224,15.58
Kaca,kaca_R_3906.jpg,224,224,25.62
Kaca,kaca_R_3908.jpg,224,224,19.86
Kaca,kaca_R_3909.jpg,224,224,5.37
Kaca,kaca_R_3910.jpg,224,224,17.83
Kaca,kaca_R_3911.jpg,224,224,17.0
