class,filename,path,extension,width,height,mode,file_size_kb
hazardous,hazardous_battery-19_aug1501.jpg,dataset\hazardous\hazardous_battery-19_aug1501.jpg,.jpg,224,224,RGB,14.34
hazardous,hazardous_battery-1_aug1274.jpg,dataset\hazardous\hazardous_battery-1_aug1274.jpg,.jpg,224,224,RGB,11.19
hazardous,hazardous_battery-1_aug2041.jpg,dataset\hazardous\hazardous_battery-1_aug2041.jpg,.jpg,224,224,RGB,11.26
hazardous,hazardous_battery-1_aug2622.jpg,dataset\hazardous\hazardous_battery-1_aug2622.jpg,.jpg,224,224,RGB,10.54
hazardous,hazardous_battery-1_aug498.jpg,dataset\hazardous\hazardous_battery-1_aug498.jpg,.jpg,224,224,RGB,12.59
hazardous,hazardous_battery-1_aug665.jpg,dataset\hazardous\hazardous_battery-1_aug665.jpg,.jpg,224,224,RGB,11.29
hazardous,hazardous_battery-20_aug166.jpg,dataset\hazardous\hazardous_battery-20_aug166.jpg,.jpg,224,224,RGB,13.71
hazardous,hazardous_battery-20_aug2015.jpg,dataset\hazardous\hazardous_battery-20_aug2015.jpg,.jpg,224,224,RGB,13.22
hazardous,hazardous_battery-20_aug2224.jpg,dataset\hazardous\hazardous_battery-20_aug2224.jpg,.jpg,224,224,RGB,13.26
hazardous,hazardous_battery-20_aug2510.jpg,dataset\hazardous\hazardous_battery-20_aug2510.jpg,.jpg,224,224,RGB,15.13
hazardous,hazardous_battery-21.jpg,dataset\hazardous\hazardous_battery-21.jpg,.jpg,224,224,RGB,11.08
hazardous,hazardous_battery-21_aug1919.jpg,dataset\hazardous\hazardous_battery-21_aug1919.jpg,.jpg,224,224,RGB,10.82
hazardous,hazardous_battery-21_aug2211.jpg,dataset\hazardous\hazardous_battery-21_aug2211.jpg,.jpg,224,224,RGB,11.3
hazardous,hazardous_battery-21_aug245.jpg,dataset\hazardous\hazardous_battery-21_aug245.jpg,.jpg,224,224,RGB,11.4
hazardous,hazardous_battery-21_aug608.jpg,dataset\hazardous\hazardous_battery-21_aug608.jpg,.jpg,224,224,RGB,12.43
hazardous,hazardous_battery-21_aug615.jpg,dataset\hazardous\hazardous_battery-21_aug615.jpg,.jpg,224,224,RGB,11.41
hazardous,hazardous_battery-22_aug639.jpg,dataset\hazardous\hazardous_battery-22_aug639.jpg,.jpg,224,224,RGB,11.73
hazardous,hazardous_battery-23_aug304.jpg,dataset\hazardous\hazardous_battery-23_aug304.jpg,.jpg,224,224,RGB,11.64
hazardous,hazardous_battery-23_aug390.jpg,dataset\hazardous\hazardous_battery-23_aug390.jpg,.jpg,224,224,RGB,13.1
hazardous,hazardous_battery-23_aug721.jpg,dataset\hazardous\hazardous_battery-23_aug721.jpg,.jpg,224,224,RGB,12.46
hazardous,hazardous_battery-24_aug107.jpg,dataset\hazardous\hazardous_battery-24_aug107.jpg,.jpg,224,224,RGB,13.29
hazardous,hazardous_battery-24_aug1435.jpg,dataset\hazardous\hazardous_battery-24_aug1435.jpg,.jpg,224,224,RGB,12.64
hazardous,hazardous_battery-24_aug2562.jpg,dataset\hazardous\hazardous_battery-24_aug2562.jpg,.jpg,224,224,RGB,12.96
hazardous,hazardous_battery-24_aug383.jpg,dataset\hazardous\hazardous_battery-24_aug383.jpg,.jpg,224,224,RGB,12.61
hazardous,hazardous_battery-24_aug922.jpg,dataset\hazardous\hazardous_battery-24_aug922.jpg,.jpg,224,224,RGB,11.75
hazardous,hazardous_battery-25_aug1650.jpg,dataset\hazardous\hazardous_battery-25_aug1650.jpg,.jpg,224,224,RGB,14.42
hazardous,hazardous_battery-25_aug211.jpg,dataset\hazardous\hazardous_battery-25_aug211.jpg,.jpg,224,224,RGB,13.07
hazardous,hazardous_battery-25_aug2210.jpg,dataset\hazardous\hazardous_battery-25_aug2210.jpg,.jpg,224,224,RGB,13.86
hazardous,hazardous_battery-25_aug2672.jpg,dataset\hazardous\hazardous_battery-25_aug2672.jpg,.jpg,224,224,RGB,13.7
hazardous,hazardous_battery-25_aug2687.jpg,dataset\hazardous\hazardous_battery-25_aug2687.jpg,.jpg,224,224,RGB,14.13
hazardous,hazardous_battery-25_aug413.jpg,dataset\hazardous\hazardous_battery-25_aug413.jpg,.jpg,224,224,RGB,12.88
hazardous,hazardous_battery-25_aug839.jpg,dataset\hazardous\hazardous_battery-25_aug839.jpg,.jpg,224,224,RGB,13.34
hazardous,hazardous_battery-26.jpg,dataset\hazardous\hazardous_battery-26.jpg,.jpg,224,224,RGB,12.51
hazardous,hazardous_battery-26_aug1225.jpg,dataset\hazardous\hazardous_battery-26_aug1225.jpg,.jpg,224,224,RGB,12.51
hazardous,hazardous_battery-26_aug1719.jpg,dataset\hazardous\hazardous_battery-26_aug1719.jpg,.jpg,224,224,RGB,13.13
hazardous,hazardous_battery-26_aug268.jpg,dataset\hazardous\hazardous_battery-26_aug268.jpg,.jpg,224,224,RGB,13.21
hazardous,hazardous_battery-27_aug1096.jpg,dataset\hazardous\hazardous_battery-27_aug1096.jpg,.jpg,224,224,RGB,12.08
hazardous,hazardous_battery-27_aug1279.jpg,dataset\hazardous\hazardous_battery-27_aug1279.jpg,.jpg,224,224,RGB,11.93
hazardous,hazardous_battery-27_aug1687.jpg,dataset\hazardous\hazardous_battery-27_aug1687.jpg,.jpg,224,224,RGB,13.36
hazardous,hazardous_battery-28_aug1797.jpg,dataset\hazardous\hazardous_battery-28_aug1797.jpg,.jpg,224,224,RGB,14.07
hazardous,hazardous_battery-28_aug1851.jpg,dataset\hazardous\hazardous_battery-28_aug1851.jpg,.jpg,224,224,RGB,14.73
hazardous,hazardous_battery-28_aug273.jpg,dataset\hazardous\hazardous_battery-28_aug273.jpg,.jpg,224,224,RGB,14.96
hazardous,hazardous_battery-29_aug2589.jpg,dataset\hazardous\hazardous_battery-29_aug2589.jpg,.jpg,224,224,RGB,14.7
hazardous,hazardous_battery-2_aug2049.jpg,dataset\hazardous\hazardous_battery-2_aug2049.jpg,.jpg,224,224,RGB,13.16
hazardous,hazardous_battery-2_aug845.jpg,dataset\hazardous\hazardous_battery-2_aug845.jpg,.jpg,224,224,RGB,13.88
hazardous,hazardous_battery-30_aug142.jpg,dataset\hazardous\hazardous_battery-30_aug142.jpg,.jpg,224,224,RGB,16.1
hazardous,hazardous_battery-30_aug1561.jpg,dataset\hazardous\hazardous_battery-30_aug1561.jpg,.jpg,224,224,RGB,13.69
hazardous,hazardous_battery-30_aug2075.jpg,dataset\hazardous\hazardous_battery-30_aug2075.jpg,.jpg,224,224,RGB,15.67
hazardous,hazardous_battery-30_aug2444.jpg,dataset\hazardous\hazardous_battery-30_aug2444.jpg,.jpg,224,224,RGB,15.47
hazardous,hazardous_battery-30_aug534.jpg,dataset\hazardous\hazardous_battery-30_aug534.jpg,.jpg,224,224,RGB,14.04
hazardous,hazardous_battery-30_aug643.jpg,dataset\hazardous\hazardous_battery-30_aug643.jpg,.jpg,224,224,RGB,14.09
hazardous,hazardous_battery-30_aug71.jpg,dataset\hazardous\hazardous_battery-30_aug71.jpg,.jpg,224,224,RGB,13.61
hazardous,hazardous_battery-31_aug1015.jpg,dataset\hazardous\hazardous_battery-31_aug1015.jpg,.jpg,224,224,RGB,15.89
hazardous,hazardous_battery-31_aug693.jpg,dataset\hazardous\hazardous_battery-31_aug693.jpg,.jpg,224,224,RGB,15.97
hazardous,hazardous_battery-32_aug682.jpg,dataset\hazardous\hazardous_battery-32_aug682.jpg,.jpg,224,224,RGB,14.16
hazardous,hazardous_battery-33_aug1929.jpg,dataset\hazardous\hazardous_battery-33_aug1929.jpg,.jpg,224,224,RGB,14.97
hazardous,hazardous_battery-33_aug2604.jpg,dataset\hazardous\hazardous_battery-33_aug2604.jpg,.jpg,224,224,RGB,14.72
hazardous,hazardous_battery-34_aug217.jpg,dataset\hazardous\hazardous_battery-34_aug217.jpg,.jpg,224,224,RGB,17.16
hazardous,hazardous_battery-34_aug2592.jpg,dataset\hazardous\hazardous_battery-34_aug2592.jpg,.jpg,224,224,RGB,15.72
hazardous,hazardous_battery-34_aug2654.jpg,dataset\hazardous\hazardous_battery-34_aug2654.jpg,.jpg,224,224,RGB,14.38
hazardous,hazardous_battery-35_aug1978.jpg,dataset\hazardous\hazardous_battery-35_aug1978.jpg,.jpg,224,224,RGB,18.26
hazardous,hazardous_battery-35_aug677.jpg,dataset\hazardous\hazardous_battery-35_aug677.jpg,.jpg,224,224,RGB,19.02
hazardous,hazardous_battery-36_aug1180.jpg,dataset\hazardous\hazardous_battery-36_aug1180.jpg,.jpg,224,224,RGB,14.04
hazardous,hazardous_battery-36_aug362.jpg,dataset\hazardous\hazardous_battery-36_aug362.jpg,.jpg,224,224,RGB,14.96
hazardous,hazardous_battery-36_aug497.jpg,dataset\hazardous\hazardous_battery-36_aug497.jpg,.jpg,224,224,RGB,16.28
hazardous,hazardous_battery-36_aug979.jpg,dataset\hazardous\hazardous_battery-36_aug979.jpg,.jpg,224,224,RGB,14.8
hazardous,hazardous_battery-37_aug1051.jpg,dataset\hazardous\hazardous_battery-37_aug1051.jpg,.jpg,224,224,RGB,16.67
hazardous,hazardous_battery-37_aug1060.jpg,dataset\hazardous\hazardous_battery-37_aug1060.jpg,.jpg,224,224,RGB,16.83
hazardous,hazardous_battery-37_aug1743.jpg,dataset\hazardous\hazardous_battery-37_aug1743.jpg,.jpg,224,224,RGB,18.43
hazardous,hazardous_battery-37_aug1765.jpg,dataset\hazardous\hazardous_battery-37_aug1765.jpg,.jpg,224,224,RGB,18.42
hazardous,hazardous_battery-38_aug132.jpg,dataset\hazardous\hazardous_battery-38_aug132.jpg,.jpg,224,224,RGB,16.86
hazardous,hazardous_battery-38_aug1370.jpg,dataset\hazardous\hazardous_battery-38_aug1370.jpg,.jpg,224,224,RGB,16.9
hazardous,hazardous_battery-38_aug1582.jpg,dataset\hazardous\hazardous_battery-38_aug1582.jpg,.jpg,224,224,RGB,17.18
hazardous,hazardous_battery-39_aug1625.jpg,dataset\hazardous\hazardous_battery-39_aug1625.jpg,.jpg,224,224,RGB,14.22
hazardous,hazardous_battery-39_aug1872.jpg,dataset\hazardous\hazardous_battery-39_aug1872.jpg,.jpg,224,224,RGB,13.41
hazardous,hazardous_battery-39_aug836.jpg,dataset\hazardous\hazardous_battery-39_aug836.jpg,.jpg,224,224,RGB,14.18
hazardous,hazardous_battery-39_aug916.jpg,dataset\hazardous\hazardous_battery-39_aug916.jpg,.jpg,224,224,RGB,12.99
hazardous,hazardous_battery-3_aug1837.jpg,dataset\hazardous\hazardous_battery-3_aug1837.jpg,.jpg,224,224,RGB,11.31
hazardous,hazardous_battery-3_aug346.jpg,dataset\hazardous\hazardous_battery-3_aug346.jpg,.jpg,224,224,RGB,11.16
hazardous,hazardous_battery-3_aug770.jpg,dataset\hazardous\hazardous_battery-3_aug770.jpg,.jpg,224,224,RGB,10.54
hazardous,hazardous_battery-3_aug974.jpg,dataset\hazardous\hazardous_battery-3_aug974.jpg,.jpg,224,224,RGB,10.55
hazardous,hazardous_battery-40_aug1301.jpg,dataset\hazardous\hazardous_battery-40_aug1301.jpg,.jpg,224,224,RGB,12.13
hazardous,hazardous_battery-40_aug1740.jpg,dataset\hazardous\hazardous_battery-40_aug1740.jpg,.jpg,224,224,RGB,10.83
hazardous,hazardous_battery-40_aug2277.jpg,dataset\hazardous\hazardous_battery-40_aug2277.jpg,.jpg,224,224,RGB,10.93
hazardous,hazardous_battery-40_aug2437.jpg,dataset\hazardous\hazardous_battery-40_aug2437.jpg,.jpg,224,224,RGB,10.18
hazardous,hazardous_battery-40_aug2620.jpg,dataset\hazardous\hazardous_battery-40_aug2620.jpg,.jpg,224,224,RGB,10.86
hazardous,hazardous_battery-40_aug553.jpg,dataset\hazardous\hazardous_battery-40_aug553.jpg,.jpg,224,224,RGB,12.55
hazardous,hazardous_battery-41.jpg,dataset\hazardous\hazardous_battery-41.jpg,.jpg,224,224,RGB,13.59
hazardous,hazardous_battery-41_aug156.jpg,dataset\hazardous\hazardous_battery-41_aug156.jpg,.jpg,224,224,RGB,14.36
hazardous,hazardous_battery-41_aug1613.jpg,dataset\hazardous\hazardous_battery-41_aug1613.jpg,.jpg,224,224,RGB,14.21
hazardous,hazardous_battery-41_aug262.jpg,dataset\hazardous\hazardous_battery-41_aug262.jpg,.jpg,224,224,RGB,14.2
hazardous,hazardous_battery-41_aug480.jpg,dataset\hazardous\hazardous_battery-41_aug480.jpg,.jpg,224,224,RGB,14.41
hazardous,hazardous_battery-42_aug1309.jpg,dataset\hazardous\hazardous_battery-42_aug1309.jpg,.jpg,224,224,RGB,14.23
hazardous,hazardous_battery-42_aug1447.jpg,dataset\hazardous\hazardous_battery-42_aug1447.jpg,.jpg,224,224,RGB,14.64
hazardous,hazardous_battery-42_aug603.jpg,dataset\hazardous\hazardous_battery-42_aug603.jpg,.jpg,224,224,RGB,13.8
hazardous,hazardous_battery-43_aug1163.jpg,dataset\hazardous\hazardous_battery-43_aug1163.jpg,.jpg,224,224,RGB,12.94
hazardous,hazardous_battery-43_aug1442.jpg,dataset\hazardous\hazardous_battery-43_aug1442.jpg,.jpg,224,224,RGB,12.59
hazardous,hazardous_battery-43_aug1838.jpg,dataset\hazardous\hazardous_battery-43_aug1838.jpg,.jpg,224,224,RGB,12.95
hazardous,hazardous_battery-43_aug1910.jpg,dataset\hazardous\hazardous_battery-43_aug1910.jpg,.jpg,224,224,RGB,12.43
hazardous,hazardous_battery-43_aug1953.jpg,dataset\hazardous\hazardous_battery-43_aug1953.jpg,.jpg,224,224,RGB,11.97
hazardous,hazardous_battery-43_aug1981.jpg,dataset\hazardous\hazardous_battery-43_aug1981.jpg,.jpg,224,224,RGB,11.51
hazardous,hazardous_battery-43_aug2520.jpg,dataset\hazardous\hazardous_battery-43_aug2520.jpg,.jpg,224,224,RGB,11.95
hazardous,hazardous_battery-43_aug37.jpg,dataset\hazardous\hazardous_battery-43_aug37.jpg,.jpg,224,224,RGB,13.24
hazardous,hazardous_battery-44_aug1169.jpg,dataset\hazardous\hazardous_battery-44_aug1169.jpg,.jpg,224,224,RGB,12.86
hazardous,hazardous_battery-44_aug432.jpg,dataset\hazardous\hazardous_battery-44_aug432.jpg,.jpg,224,224,RGB,12.74
hazardous,hazardous_battery-44_aug55.jpg,dataset\hazardous\hazardous_battery-44_aug55.jpg,.jpg,224,224,RGB,12.22
hazardous,hazardous_battery-45_aug1407.jpg,dataset\hazardous\hazardous_battery-45_aug1407.jpg,.jpg,224,224,RGB,13.5
hazardous,hazardous_battery-45_aug1520.jpg,dataset\hazardous\hazardous_battery-45_aug1520.jpg,.jpg,224,224,RGB,14.03
hazardous,hazardous_battery-45_aug224.jpg,dataset\hazardous\hazardous_battery-45_aug224.jpg,.jpg,224,224,RGB,13.83
hazardous,hazardous_battery-45_aug2422.jpg,dataset\hazardous\hazardous_battery-45_aug2422.jpg,.jpg,224,224,RGB,14.07
hazardous,hazardous_battery-45_aug98.jpg,dataset\hazardous\hazardous_battery-45_aug98.jpg,.jpg,224,224,RGB,13.32
hazardous,hazardous_battery-46_aug1166.jpg,dataset\hazardous\hazardous_battery-46_aug1166.jpg,.jpg,224,224,RGB,12.94
hazardous,hazardous_battery-46_aug831.jpg,dataset\hazardous\hazardous_battery-46_aug831.jpg,.jpg,224,224,RGB,12.88
hazardous,hazardous_battery-47_aug1543.jpg,dataset\hazardous\hazardous_battery-47_aug1543.jpg,.jpg,224,224,RGB,15.9
hazardous,hazardous_battery-47_aug1988.jpg,dataset\hazardous\hazardous_battery-47_aug1988.jpg,.jpg,224,224,RGB,15.72
hazardous,hazardous_battery-47_aug2402.jpg,dataset\hazardous\hazardous_battery-47_aug2402.jpg,.jpg,224,224,RGB,16.09
hazardous,hazardous_battery-47_aug532.jpg,dataset\hazardous\hazardous_battery-47_aug532.jpg,.jpg,224,224,RGB,13.86
hazardous,hazardous_battery-48_aug1141.jpg,dataset\hazardous\hazardous_battery-48_aug1141.jpg,.jpg,224,224,RGB,17.06
hazardous,hazardous_battery-48_aug1179.jpg,dataset\hazardous\hazardous_battery-48_aug1179.jpg,.jpg,224,224,RGB,17.16
hazardous,hazardous_battery-48_aug1842.jpg,dataset\hazardous\hazardous_battery-48_aug1842.jpg,.jpg,224,224,RGB,10.38
hazardous,hazardous_battery-48_aug1894.jpg,dataset\hazardous\hazardous_battery-48_aug1894.jpg,.jpg,224,224,RGB,15.96
hazardous,hazardous_battery-48_aug2082.jpg,dataset\hazardous\hazardous_battery-48_aug2082.jpg,.jpg,224,224,RGB,17.1
hazardous,hazardous_battery-48_aug2312.jpg,dataset\hazardous\hazardous_battery-48_aug2312.jpg,.jpg,224,224,RGB,15.18
hazardous,hazardous_battery-48_aug624.jpg,dataset\hazardous\hazardous_battery-48_aug624.jpg,.jpg,224,224,RGB,15.05
hazardous,hazardous_battery-48_aug762.jpg,dataset\hazardous\hazardous_battery-48_aug762.jpg,.jpg,224,224,RGB,16.61
hazardous,hazardous_battery-48_aug818.jpg,dataset\hazardous\hazardous_battery-48_aug818.jpg,.jpg,224,224,RGB,16.03
hazardous,hazardous_battery-49_aug1.jpg,dataset\hazardous\hazardous_battery-49_aug1.jpg,.jpg,224,224,RGB,17.72
hazardous,hazardous_battery-49_aug2690.jpg,dataset\hazardous\hazardous_battery-49_aug2690.jpg,.jpg,224,224,RGB,16.93
hazardous,hazardous_battery-49_aug691.jpg,dataset\hazardous\hazardous_battery-49_aug691.jpg,.jpg,224,224,RGB,17.64
hazardous,hazardous_battery-49_aug857.jpg,dataset\hazardous\hazardous_battery-49_aug857.jpg,.jpg,224,224,RGB,17.3
hazardous,hazardous_battery-4_aug1076.jpg,dataset\hazardous\hazardous_battery-4_aug1076.jpg,.jpg,224,224,RGB,10.94
hazardous,hazardous_battery-4_aug1446.jpg,dataset\hazardous\hazardous_battery-4_aug1446.jpg,.jpg,224,224,RGB,11.67
hazardous,hazardous_battery-5.jpg,dataset\hazardous\hazardous_battery-5.jpg,.jpg,224,224,RGB,12.0
hazardous,hazardous_battery-50_aug2325.jpg,dataset\hazardous\hazardous_battery-50_aug2325.jpg,.jpg,224,224,RGB,15.89
hazardous,hazardous_battery-50_aug237.jpg,dataset\hazardous\hazardous_battery-50_aug237.jpg,.jpg,224,224,RGB,16.46
hazardous,hazardous_battery-50_aug416.jpg,dataset\hazardous\hazardous_battery-50_aug416.jpg,.jpg,224,224,RGB,15.31
hazardous,hazardous_battery-50_aug546.jpg,dataset\hazardous\hazardous_battery-50_aug546.jpg,.jpg,224,224,RGB,15.94
hazardous,hazardous_battery-50_aug846.jpg,dataset\hazardous\hazardous_battery-50_aug846.jpg,.jpg,224,224,RGB,16.09
hazardous,hazardous_battery-50_aug951.jpg,dataset\hazardous\hazardous_battery-50_aug951.jpg,.jpg,224,224,RGB,16.82
hazardous,hazardous_battery-51.jpg,dataset\hazardous\hazardous_battery-51.jpg,.jpg,224,224,RGB,16.74
hazardous,hazardous_battery-51_aug174.jpg,dataset\hazardous\hazardous_battery-51_aug174.jpg,.jpg,224,224,RGB,16.84
hazardous,hazardous_battery-51_aug253.jpg,dataset\hazardous\hazardous_battery-51_aug253.jpg,.jpg,224,224,RGB,17.67
hazardous,hazardous_battery-51_aug347.jpg,dataset\hazardous\hazardous_battery-51_aug347.jpg,.jpg,224,224,RGB,17.72
hazardous,hazardous_battery-51_aug440.jpg,dataset\hazardous\hazardous_battery-51_aug440.jpg,.jpg,224,224,RGB,16.81
hazardous,hazardous_battery-52_aug1026.jpg,dataset\hazardous\hazardous_battery-52_aug1026.jpg,.jpg,224,224,RGB,14.83
hazardous,hazardous_battery-52_aug191.jpg,dataset\hazardous\hazardous_battery-52_aug191.jpg,.jpg,224,224,RGB,15.9
hazardous,hazardous_battery-52_aug2280.jpg,dataset\hazardous\hazardous_battery-52_aug2280.jpg,.jpg,224,224,RGB,15.45
hazardous,hazardous_battery-52_aug229.jpg,dataset\hazardous\hazardous_battery-52_aug229.jpg,.jpg,224,224,RGB,13.63
hazardous,hazardous_battery-52_aug679.jpg,dataset\hazardous\hazardous_battery-52_aug679.jpg,.jpg,224,224,RGB,16.32
hazardous,hazardous_battery-53_aug1065.jpg,dataset\hazardous\hazardous_battery-53_aug1065.jpg,.jpg,224,224,RGB,15.62
hazardous,hazardous_battery-53_aug1167.jpg,dataset\hazardous\hazardous_battery-53_aug1167.jpg,.jpg,224,224,RGB,15.63
hazardous,hazardous_battery-53_aug143.jpg,dataset\hazardous\hazardous_battery-53_aug143.jpg,.jpg,224,224,RGB,15.66
hazardous,hazardous_battery-54_aug1317.jpg,dataset\hazardous\hazardous_battery-54_aug1317.jpg,.jpg,224,224,RGB,16.35
hazardous,hazardous_battery-54_aug1932.jpg,dataset\hazardous\hazardous_battery-54_aug1932.jpg,.jpg,224,224,RGB,16.41
hazardous,hazardous_battery-54_aug1949.jpg,dataset\hazardous\hazardous_battery-54_aug1949.jpg,.jpg,224,224,RGB,15.42
hazardous,hazardous_battery-54_aug2230.jpg,dataset\hazardous\hazardous_battery-54_aug2230.jpg,.jpg,224,224,RGB,16.35
hazardous,hazardous_battery-54_aug2345.jpg,dataset\hazardous\hazardous_battery-54_aug2345.jpg,.jpg,224,224,RGB,16.36
hazardous,hazardous_battery-54_aug2595.jpg,dataset\hazardous\hazardous_battery-54_aug2595.jpg,.jpg,224,224,RGB,16.09
hazardous,hazardous_battery-54_aug279.jpg,dataset\hazardous\hazardous_battery-54_aug279.jpg,.jpg,224,224,RGB,15.9
hazardous,hazardous_battery-54_aug405.jpg,dataset\hazardous\hazardous_battery-54_aug405.jpg,.jpg,224,224,RGB,16.41
hazardous,hazardous_battery-55_aug1631.jpg,dataset\hazardous\hazardous_battery-55_aug1631.jpg,.jpg,224,224,RGB,14.52
hazardous,hazardous_battery-55_aug1789.jpg,dataset\hazardous\hazardous_battery-55_aug1789.jpg,.jpg,224,224,RGB,16.58
hazardous,hazardous_battery-55_aug1923.jpg,dataset\hazardous\hazardous_battery-55_aug1923.jpg,.jpg,224,224,RGB,16.56
hazardous,hazardous_battery-55_aug202.jpg,dataset\hazardous\hazardous_battery-55_aug202.jpg,.jpg,224,224,RGB,16.54
hazardous,hazardous_battery-56.jpg,dataset\hazardous\hazardous_battery-56.jpg,.jpg,224,224,RGB,15.06
hazardous,hazardous_battery-56_aug1589.jpg,dataset\hazardous\hazardous_battery-56_aug1589.jpg,.jpg,224,224,RGB,15.29
hazardous,hazardous_battery-56_aug1665.jpg,dataset\hazardous\hazardous_battery-56_aug1665.jpg,.jpg,224,224,RGB,14.56
hazardous,hazardous_battery-56_aug1999.jpg,dataset\hazardous\hazardous_battery-56_aug1999.jpg,.jpg,224,224,RGB,15.07
hazardous,hazardous_battery-56_aug594.jpg,dataset\hazardous\hazardous_battery-56_aug594.jpg,.jpg,224,224,RGB,15.66
hazardous,hazardous_battery-56_aug731.jpg,dataset\hazardous\hazardous_battery-56_aug731.jpg,.jpg,224,224,RGB,14.32
hazardous,hazardous_battery-56_aug790.jpg,dataset\hazardous\hazardous_battery-56_aug790.jpg,.jpg,224,224,RGB,14.02
