file_name,class,file_path,source
aug_52_hazardous_battery-27_aug1279.jpg,hazardous,dataset\hazardous\aug_52_hazardous_battery-27_aug1279.jpg,clean_balanced_dataset
aug_53_hazardous_battery-10_aug895.jpg,hazardous,dataset\hazardous\aug_53_hazardous_battery-10_aug895.jpg,clean_balanced_dataset
aug_54_hazardous_battery-25_aug2210.jpg,hazardous,dataset\hazardous\aug_54_hazardous_battery-25_aug2210.jpg,clean_balanced_dataset
aug_55_hazardous_battery-11_aug640.jpg,hazardous,dataset\hazardous\aug_55_hazardous_battery-11_aug640.jpg,clean_balanced_dataset
aug_56_hazardous_battery-20_aug2015.jpg,hazardous,dataset\hazardous\aug_56_hazardous_battery-20_aug2015.jpg,clean_balanced_dataset
aug_57_hazardous_battery-6_aug2016.jpg,hazardous,dataset\hazardous\aug_57_hazardous_battery-6_aug2016.jpg,clean_balanced_dataset
aug_58_hazardous_battery-10_aug596.jpg,hazardous,dataset\hazardous\aug_58_hazardous_battery-10_aug596.jpg,clean_balanced_dataset
aug_59_hazardous_battery-21_aug615.jpg,hazardous,dataset\hazardous\aug_59_hazardous_battery-21_aug615.jpg,clean_balanced_dataset
aug_5_hazardous_battery-18_aug1737.jpg,hazardous,dataset\hazardous\aug_5_hazardous_battery-18_aug1737.jpg,clean_balanced_dataset
aug_60_hazardous_battery-28_aug1851.jpg,hazardous,dataset\hazardous\aug_60_hazardous_battery-28_aug1851.jpg,clean_balanced_dataset
aug_61_hazardous_battery-21_aug2211.jpg,hazardous,dataset\hazardous\aug_61_hazardous_battery-21_aug2211.jpg,clean_balanced_dataset
aug_62_hazardous_battery-25_aug413.jpg,hazardous,dataset\hazardous\aug_62_hazardous_battery-25_aug413.jpg,clean_balanced_dataset
aug_63_hazardous_battery-12_aug1305.jpg,hazardous,dataset\hazardous\aug_63_hazardous_battery-12_aug1305.jpg,clean_balanced_dataset
aug_64_hazardous_battery-13_aug242.jpg,hazardous,dataset\hazardous\aug_64_hazardous_battery-13_aug242.jpg,clean_balanced_dataset
aug_65_hazardous_battery-28_aug1851.jpg,hazardous,dataset\hazardous\aug_65_hazardous_battery-28_aug1851.jpg,clean_balanced_dataset
aug_66_hazardous_battery-23_aug721.jpg,hazardous,dataset\hazardous\aug_66_hazardous_battery-23_aug721.jpg,clean_balanced_dataset
aug_67_hazardous_battery-24_aug2562.jpg,hazardous,dataset\hazardous\aug_67_hazardous_battery-24_aug2562.jpg,clean_balanced_dataset
aug_68_hazardous_battery-6_aug1380.jpg,hazardous,dataset\hazardous\aug_68_hazardous_battery-6_aug1380.jpg,clean_balanced_dataset
aug_69_hazardous_battery-4_aug1446.jpg,hazardous,dataset\hazardous\aug_69_hazardous_battery-4_aug1446.jpg,clean_balanced_dataset
aug_6_hazardous_battery-17_aug1697.jpg,hazardous,dataset\hazardous\aug_6_hazardous_battery-17_aug1697.jpg,clean_balanced_dataset
aug_70_hazardous_battery-23_aug390.jpg,hazardous,dataset\hazardous\aug_70_hazardous_battery-23_aug390.jpg,clean_balanced_dataset
aug_71_hazardous_battery-2_aug2049.jpg,hazardous,dataset\hazardous\aug_71_hazardous_battery-2_aug2049.jpg,clean_balanced_dataset
aug_72_hazardous_battery-12_aug2473.jpg,hazardous,dataset\hazardous\aug_72_hazardous_battery-12_aug2473.jpg,clean_balanced_dataset
aug_73_hazardous_battery-20_aug2224.jpg,hazardous,dataset\hazardous\aug_73_hazardous_battery-20_aug2224.jpg,clean_balanced_dataset
aug_74_hazardous_battery-10_aug895.jpg,hazardous,dataset\hazardous\aug_74_hazardous_battery-10_aug895.jpg,clean_balanced_dataset
aug_75_hazardous_battery-14.jpg,hazardous,dataset\hazardous\aug_75_hazardous_battery-14.jpg,clean_balanced_dataset
aug_76_hazardous_battery-13_aug242.jpg,hazardous,dataset\hazardous\aug_76_hazardous_battery-13_aug242.jpg,clean_balanced_dataset
aug_77_hazardous_battery-26.jpg,hazardous,dataset\hazardous\aug_77_hazardous_battery-26.jpg,clean_balanced_dataset
aug_78_hazardous_battery-25_aug2210.jpg,hazardous,dataset\hazardous\aug_78_hazardous_battery-25_aug2210.jpg,clean_balanced_dataset
aug_79_hazardous_battery-25_aug2672.jpg,hazardous,dataset\hazardous\aug_79_hazardous_battery-25_aug2672.jpg,clean_balanced_dataset
aug_7_hazardous_battery-26_aug268.jpg,hazardous,dataset\hazardous\aug_7_hazardous_battery-26_aug268.jpg,clean_balanced_dataset
aug_80_hazardous_battery-25_aug211.jpg,hazardous,dataset\hazardous\aug_80_hazardous_battery-25_aug211.jpg,clean_balanced_dataset
aug_81_hazardous_battery-20_aug2224.jpg,hazardous,dataset\hazardous\aug_81_hazardous_battery-20_aug2224.jpg,clean_balanced_dataset
aug_82_hazardous_battery-16_aug1304.jpg,hazardous,dataset\hazardous\aug_82_hazardous_battery-16_aug1304.jpg,clean_balanced_dataset
aug_83_hazardous_battery-26_aug1225.jpg,hazardous,dataset\hazardous\aug_83_hazardous_battery-26_aug1225.jpg,clean_balanced_dataset
aug_84_hazardous_battery-14_aug1287.jpg,hazardous,dataset\hazardous\aug_84_hazardous_battery-14_aug1287.jpg,clean_balanced_dataset
aug_85_hazardous_battery-10_aug895.jpg,hazardous,dataset\hazardous\aug_85_hazardous_battery-10_aug895.jpg,clean_balanced_dataset
aug_86_hazardous_battery-6_aug1760.jpg,hazardous,dataset\hazardous\aug_86_hazardous_battery-6_aug1760.jpg,clean_balanced_dataset
aug_87_hazardous_battery-11_aug640.jpg,hazardous,dataset\hazardous\aug_87_hazardous_battery-11_aug640.jpg,clean_balanced_dataset
aug_88_hazardous_battery-9_aug590.jpg,hazardous,dataset\hazardous\aug_88_hazardous_battery-9_aug590.jpg,clean_balanced_dataset
aug_89_hazardous_battery-3_aug346.jpg,hazardous,dataset\hazardous\aug_89_hazardous_battery-3_aug346.jpg,clean_balanced_dataset
aug_8_hazardous_battery-15_aug2670.jpg,hazardous,dataset\hazardous\aug_8_hazardous_battery-15_aug2670.jpg,clean_balanced_dataset
aug_90_hazardous_battery-9_aug525.jpg,hazardous,dataset\hazardous\aug_90_hazardous_battery-9_aug525.jpg,clean_balanced_dataset
aug_91_hazardous_battery-3_aug770.jpg,hazardous,dataset\hazardous\aug_91_hazardous_battery-3_aug770.jpg,clean_balanced_dataset
aug_92_hazardous_battery-26.jpg,hazardous,dataset\hazardous\aug_92_hazardous_battery-26.jpg,clean_balanced_dataset
aug_93_hazardous_battery-15_aug1942.jpg,hazardous,dataset\hazardous\aug_93_hazardous_battery-15_aug1942.jpg,clean_balanced_dataset
aug_94_hazardous_battery-8_aug619.jpg,hazardous,dataset\hazardous\aug_94_hazardous_battery-8_aug619.jpg,clean_balanced_dataset
aug_95_hazardous_battery-1_aug2622.jpg,hazardous,dataset\hazardous\aug_95_hazardous_battery-1_aug2622.jpg,clean_balanced_dataset
aug_96_hazardous_battery-1_aug2622.jpg,hazardous,dataset\hazardous\aug_96_hazardous_battery-1_aug2622.jpg,clean_balanced_dataset
aug_97_hazardous_battery-14_aug1527.jpg,hazardous,dataset\hazardous\aug_97_hazardous_battery-14_aug1527.jpg,clean_balanced_dataset
aug_98_hazardous_battery-23_aug721.jpg,hazardous,dataset\hazardous\aug_98_hazardous_battery-23_aug721.jpg,clean_balanced_dataset
aug_99_hazardous_battery-11_aug2493.jpg,hazardous,dataset\hazardous\aug_99_hazardous_battery-11_aug2493.jpg,clean_balanced_dataset
aug_9_hazardous_battery-10_aug1462.jpg,hazardous,dataset\hazardous\aug_9_hazardous_battery-10_aug1462.jpg,clean_balanced_dataset
hazardous_battery-10.jpg,hazardous,dataset\hazardous\hazardous_battery-10.jpg,clean_balanced_dataset
hazardous_battery-10_aug1462.jpg,hazardous,dataset\hazardous\hazardous_battery-10_aug1462.jpg,clean_balanced_dataset
hazardous_battery-10_aug596.jpg,hazardous,dataset\hazardous\hazardous_battery-10_aug596.jpg,clean_balanced_dataset
hazardous_battery-10_aug895.jpg,hazardous,dataset\hazardous\hazardous_battery-10_aug895.jpg,clean_balanced_dataset
hazardous_battery-11_aug2135.jpg,hazardous,dataset\hazardous\hazardous_battery-11_aug2135.jpg,clean_balanced_dataset
hazardous_battery-11_aug2493.jpg,hazardous,dataset\hazardous\hazardous_battery-11_aug2493.jpg,clean_balanced_dataset
hazardous_battery-11_aug40.jpg,hazardous,dataset\hazardous\hazardous_battery-11_aug40.jpg,clean_balanced_dataset
hazardous_battery-11_aug640.jpg,hazardous,dataset\hazardous\hazardous_battery-11_aug640.jpg,clean_balanced_dataset
hazardous_battery-12_aug1083.jpg,hazardous,dataset\hazardous\hazardous_battery-12_aug1083.jpg,clean_balanced_dataset
hazardous_battery-12_aug1305.jpg,hazardous,dataset\hazardous\hazardous_battery-12_aug1305.jpg,clean_balanced_dataset
hazardous_battery-12_aug2295.jpg,hazardous,dataset\hazardous\hazardous_battery-12_aug2295.jpg,clean_balanced_dataset
hazardous_battery-12_aug2473.jpg,hazardous,dataset\hazardous\hazardous_battery-12_aug2473.jpg,clean_balanced_dataset
hazardous_battery-13.jpg,hazardous,dataset\hazardous\hazardous_battery-13.jpg,clean_balanced_dataset
hazardous_battery-13_aug1759.jpg,hazardous,dataset\hazardous\hazardous_battery-13_aug1759.jpg,clean_balanced_dataset
hazardous_battery-13_aug242.jpg,hazardous,dataset\hazardous\hazardous_battery-13_aug242.jpg,clean_balanced_dataset
hazardous_battery-14.jpg,hazardous,dataset\hazardous\hazardous_battery-14.jpg,clean_balanced_dataset
hazardous_battery-14_aug1287.jpg,hazardous,dataset\hazardous\hazardous_battery-14_aug1287.jpg,clean_balanced_dataset
hazardous_battery-14_aug1527.jpg,hazardous,dataset\hazardous\hazardous_battery-14_aug1527.jpg,clean_balanced_dataset
hazardous_battery-14_aug190.jpg,hazardous,dataset\hazardous\hazardous_battery-14_aug190.jpg,clean_balanced_dataset
hazardous_battery-14_aug978.jpg,hazardous,dataset\hazardous\hazardous_battery-14_aug978.jpg,clean_balanced_dataset
hazardous_battery-15_aug1445.jpg,hazardous,dataset\hazardous\hazardous_battery-15_aug1445.jpg,clean_balanced_dataset
hazardous_battery-15_aug1942.jpg,hazardous,dataset\hazardous\hazardous_battery-15_aug1942.jpg,clean_balanced_dataset
hazardous_battery-15_aug2353.jpg,hazardous,dataset\hazardous\hazardous_battery-15_aug2353.jpg,clean_balanced_dataset
hazardous_battery-15_aug2567.jpg,hazardous,dataset\hazardous\hazardous_battery-15_aug2567.jpg,clean_balanced_dataset
hazardous_battery-15_aug2670.jpg,hazardous,dataset\hazardous\hazardous_battery-15_aug2670.jpg,clean_balanced_dataset
hazardous_battery-16_aug1304.jpg,hazardous,dataset\hazardous\hazardous_battery-16_aug1304.jpg,clean_balanced_dataset
hazardous_battery-16_aug2061.jpg,hazardous,dataset\hazardous\hazardous_battery-16_aug2061.jpg,clean_balanced_dataset
hazardous_battery-16_aug2316.jpg,hazardous,dataset\hazardous\hazardous_battery-16_aug2316.jpg,clean_balanced_dataset
hazardous_battery-17_aug1505.jpg,hazardous,dataset\hazardous\hazardous_battery-17_aug1505.jpg,clean_balanced_dataset
hazardous_battery-17_aug1697.jpg,hazardous,dataset\hazardous\hazardous_battery-17_aug1697.jpg,clean_balanced_dataset
hazardous_battery-17_aug843.jpg,hazardous,dataset\hazardous\hazardous_battery-17_aug843.jpg,clean_balanced_dataset
hazardous_battery-18_aug1737.jpg,hazardous,dataset\hazardous\hazardous_battery-18_aug1737.jpg,clean_balanced_dataset
hazardous_battery-18_aug2733.jpg,hazardous,dataset\hazardous\hazardous_battery-18_aug2733.jpg,clean_balanced_dataset
hazardous_battery-19_aug1335.jpg,hazardous,dataset\hazardous\hazardous_battery-19_aug1335.jpg,clean_balanced_dataset
hazardous_battery-19_aug1501.jpg,hazardous,dataset\hazardous\hazardous_battery-19_aug1501.jpg,clean_balanced_dataset
hazardous_battery-1_aug1274.jpg,hazardous,dataset\hazardous\hazardous_battery-1_aug1274.jpg,clean_balanced_dataset
hazardous_battery-1_aug2041.jpg,hazardous,dataset\hazardous\hazardous_battery-1_aug2041.jpg,clean_balanced_dataset
hazardous_battery-1_aug2622.jpg,hazardous,dataset\hazardous\hazardous_battery-1_aug2622.jpg,clean_balanced_dataset
hazardous_battery-1_aug498.jpg,hazardous,dataset\hazardous\hazardous_battery-1_aug498.jpg,clean_balanced_dataset
hazardous_battery-1_aug665.jpg,hazardous,dataset\hazardous\hazardous_battery-1_aug665.jpg,clean_balanced_dataset
hazardous_battery-20_aug166.jpg,hazardous,dataset\hazardous\hazardous_battery-20_aug166.jpg,clean_balanced_dataset
hazardous_battery-20_aug2015.jpg,hazardous,dataset\hazardous\hazardous_battery-20_aug2015.jpg,clean_balanced_dataset
hazardous_battery-20_aug2224.jpg,hazardous,dataset\hazardous\hazardous_battery-20_aug2224.jpg,clean_balanced_dataset
hazardous_battery-20_aug2510.jpg,hazardous,dataset\hazardous\hazardous_battery-20_aug2510.jpg,clean_balanced_dataset
hazardous_battery-21.jpg,hazardous,dataset\hazardous\hazardous_battery-21.jpg,clean_balanced_dataset
hazardous_battery-21_aug1919.jpg,hazardous,dataset\hazardous\hazardous_battery-21_aug1919.jpg,clean_balanced_dataset
hazardous_battery-21_aug2211.jpg,hazardous,dataset\hazardous\hazardous_battery-21_aug2211.jpg,clean_balanced_dataset
hazardous_battery-21_aug245.jpg,hazardous,dataset\hazardous\hazardous_battery-21_aug245.jpg,clean_balanced_dataset
hazardous_battery-21_aug608.jpg,hazardous,dataset\hazardous\hazardous_battery-21_aug608.jpg,clean_balanced_dataset
hazardous_battery-21_aug615.jpg,hazardous,dataset\hazardous\hazardous_battery-21_aug615.jpg,clean_balanced_dataset
hazardous_battery-22_aug639.jpg,hazardous,dataset\hazardous\hazardous_battery-22_aug639.jpg,clean_balanced_dataset
hazardous_battery-23_aug304.jpg,hazardous,dataset\hazardous\hazardous_battery-23_aug304.jpg,clean_balanced_dataset
hazardous_battery-23_aug390.jpg,hazardous,dataset\hazardous\hazardous_battery-23_aug390.jpg,clean_balanced_dataset
hazardous_battery-23_aug721.jpg,hazardous,dataset\hazardous\hazardous_battery-23_aug721.jpg,clean_balanced_dataset
hazardous_battery-24_aug107.jpg,hazardous,dataset\hazardous\hazardous_battery-24_aug107.jpg,clean_balanced_dataset
hazardous_battery-24_aug1435.jpg,hazardous,dataset\hazardous\hazardous_battery-24_aug1435.jpg,clean_balanced_dataset
hazardous_battery-24_aug2562.jpg,hazardous,dataset\hazardous\hazardous_battery-24_aug2562.jpg,clean_balanced_dataset
hazardous_battery-24_aug383.jpg,hazardous,dataset\hazardous\hazardous_battery-24_aug383.jpg,clean_balanced_dataset
hazardous_battery-24_aug922.jpg,hazardous,dataset\hazardous\hazardous_battery-24_aug922.jpg,clean_balanced_dataset
hazardous_battery-25_aug1650.jpg,hazardous,dataset\hazardous\hazardous_battery-25_aug1650.jpg,clean_balanced_dataset
hazardous_battery-25_aug211.jpg,hazardous,dataset\hazardous\hazardous_battery-25_aug211.jpg,clean_balanced_dataset
hazardous_battery-25_aug2210.jpg,hazardous,dataset\hazardous\hazardous_battery-25_aug2210.jpg,clean_balanced_dataset
hazardous_battery-25_aug2672.jpg,hazardous,dataset\hazardous\hazardous_battery-25_aug2672.jpg,clean_balanced_dataset
hazardous_battery-25_aug2687.jpg,hazardous,dataset\hazardous\hazardous_battery-25_aug2687.jpg,clean_balanced_dataset
hazardous_battery-25_aug413.jpg,hazardous,dataset\hazardous\hazardous_battery-25_aug413.jpg,clean_balanced_dataset
hazardous_battery-25_aug839.jpg,hazardous,dataset\hazardous\hazardous_battery-25_aug839.jpg,clean_balanced_dataset
hazardous_battery-26.jpg,hazardous,dataset\hazardous\hazardous_battery-26.jpg,clean_balanced_dataset
hazardous_battery-26_aug1225.jpg,hazardous,dataset\hazardous\hazardous_battery-26_aug1225.jpg,clean_balanced_dataset
hazardous_battery-26_aug1719.jpg,hazardous,dataset\hazardous\hazardous_battery-26_aug1719.jpg,clean_balanced_dataset
hazardous_battery-26_aug268.jpg,hazardous,dataset\hazardous\hazardous_battery-26_aug268.jpg,clean_balanced_dataset
hazardous_battery-27_aug1096.jpg,hazardous,dataset\hazardous\hazardous_battery-27_aug1096.jpg,clean_balanced_dataset
hazardous_battery-27_aug1279.jpg,hazardous,dataset\hazardous\hazardous_battery-27_aug1279.jpg,clean_balanced_dataset
hazardous_battery-27_aug1687.jpg,hazardous,dataset\hazardous\hazardous_battery-27_aug1687.jpg,clean_balanced_dataset
hazardous_battery-28_aug1797.jpg,hazardous,dataset\hazardous\hazardous_battery-28_aug1797.jpg,clean_balanced_dataset
hazardous_battery-28_aug1851.jpg,hazardous,dataset\hazardous\hazardous_battery-28_aug1851.jpg,clean_balanced_dataset
hazardous_battery-28_aug273.jpg,hazardous,dataset\hazardous\hazardous_battery-28_aug273.jpg,clean_balanced_dataset
hazardous_battery-2_aug2049.jpg,hazardous,dataset\hazardous\hazardous_battery-2_aug2049.jpg,clean_balanced_dataset
hazardous_battery-2_aug845.jpg,hazardous,dataset\hazardous\hazardous_battery-2_aug845.jpg,clean_balanced_dataset
hazardous_battery-3_aug1837.jpg,hazardous,dataset\hazardous\hazardous_battery-3_aug1837.jpg,clean_balanced_dataset
hazardous_battery-3_aug346.jpg,hazardous,dataset\hazardous\hazardous_battery-3_aug346.jpg,clean_balanced_dataset
hazardous_battery-3_aug770.jpg,hazardous,dataset\hazardous\hazardous_battery-3_aug770.jpg,clean_balanced_dataset
hazardous_battery-3_aug974.jpg,hazardous,dataset\hazardous\hazardous_battery-3_aug974.jpg,clean_balanced_dataset
hazardous_battery-4_aug1076.jpg,hazardous,dataset\hazardous\hazardous_battery-4_aug1076.jpg,clean_balanced_dataset
hazardous_battery-4_aug1446.jpg,hazardous,dataset\hazardous\hazardous_battery-4_aug1446.jpg,clean_balanced_dataset
hazardous_battery-5.jpg,hazardous,dataset\hazardous\hazardous_battery-5.jpg,clean_balanced_dataset
hazardous_battery-5_aug194.jpg,hazardous,dataset\hazardous\hazardous_battery-5_aug194.jpg,clean_balanced_dataset
hazardous_battery-6_aug1380.jpg,hazardous,dataset\hazardous\hazardous_battery-6_aug1380.jpg,clean_balanced_dataset
hazardous_battery-6_aug17.jpg,hazardous,dataset\hazardous\hazardous_battery-6_aug17.jpg,clean_balanced_dataset
hazardous_battery-6_aug1760.jpg,hazardous,dataset\hazardous\hazardous_battery-6_aug1760.jpg,clean_balanced_dataset
hazardous_battery-6_aug1808.jpg,hazardous,dataset\hazardous\hazardous_battery-6_aug1808.jpg,clean_balanced_dataset
hazardous_battery-6_aug2016.jpg,hazardous,dataset\hazardous\hazardous_battery-6_aug2016.jpg,clean_balanced_dataset
hazardous_battery-6_aug2035.jpg,hazardous,dataset\hazardous\hazardous_battery-6_aug2035.jpg,clean_balanced_dataset
hazardous_battery-8.jpg,hazardous,dataset\hazardous\hazardous_battery-8.jpg,clean_balanced_dataset
hazardous_battery-8_aug1738.jpg,hazardous,dataset\hazardous\hazardous_battery-8_aug1738.jpg,clean_balanced_dataset
hazardous_battery-8_aug619.jpg,hazardous,dataset\hazardous\hazardous_battery-8_aug619.jpg,clean_balanced_dataset
hazardous_battery-9.jpg,hazardous,dataset\hazardous\hazardous_battery-9.jpg,clean_balanced_dataset
hazardous_battery-9_aug329.jpg,hazardous,dataset\hazardous\hazardous_battery-9_aug329.jpg,clean_balanced_dataset
hazardous_battery-9_aug525.jpg,hazardous,dataset\hazardous\hazardous_battery-9_aug525.jpg,clean_balanced_dataset
hazardous_battery-9_aug590.jpg,hazardous,dataset\hazardous\hazardous_battery-9_aug590.jpg,clean_balanced_dataset
kaca_R_3850.jpg,Kaca,dataset\Kaca\kaca_R_3850.jpg,clean_balanced_dataset
kaca_R_3855.jpg,Kaca,dataset\Kaca\kaca_R_3855.jpg,clean_balanced_dataset
kaca_R_3858.jpg,Kaca,dataset\Kaca\kaca_R_3858.jpg,clean_balanced_dataset
kaca_R_3861.jpg,Kaca,dataset\Kaca\kaca_R_3861.jpg,clean_balanced_dataset
kaca_R_3862.jpg,Kaca,dataset\Kaca\kaca_R_3862.jpg,clean_balanced_dataset
kaca_R_3863.jpg,Kaca,dataset\Kaca\kaca_R_3863.jpg,clean_balanced_dataset
kaca_R_3866.jpg,Kaca,dataset\Kaca\kaca_R_3866.jpg,clean_balanced_dataset
kaca_R_3867.jpg,Kaca,dataset\Kaca\kaca_R_3867.jpg,clean_balanced_dataset
kaca_R_3868.jpg,Kaca,dataset\Kaca\kaca_R_3868.jpg,clean_balanced_dataset
kaca_R_3869.jpg,Kaca,dataset\Kaca\kaca_R_3869.jpg,clean_balanced_dataset
kaca_R_3872.jpg,Kaca,dataset\Kaca\kaca_R_3872.jpg,clean_balanced_dataset
kaca_R_3876.jpg,Kaca,dataset\Kaca\kaca_R_3876.jpg,clean_balanced_dataset
kaca_R_3877.jpg,Kaca,dataset\Kaca\kaca_R_3877.jpg,clean_balanced_dataset
