class,filename,extension,width,height,mode,file_size_kb
hazardous,hazardous_hazardous_hazardous_hazardous_battery-25_aug2672.jpg,.jpg,224,224,RGB,13.8
hazardous,hazardous_hazardous_hazardous_hazardous_battery-25_aug2687.jpg,.jpg,224,224,RGB,14.22
hazardous,hazardous_hazardous_hazardous_hazardous_battery-25_aug413.jpg,.jpg,224,224,RGB,12.96
hazardous,hazardous_hazardous_hazardous_hazardous_battery-25_aug839.jpg,.jpg,224,224,RGB,13.39
hazardous,hazardous_hazardous_hazardous_hazardous_battery-26.jpg,.jpg,224,224,RGB,12.54
hazardous,hazardous_hazardous_hazardous_hazardous_battery-26_aug1225.jpg,.jpg,224,224,RGB,12.57
hazardous,hazardous_hazardous_hazardous_hazardous_battery-26_aug1719.jpg,.jpg,224,224,RGB,13.19
hazardous,hazardous_hazardous_hazardous_hazardous_battery-26_aug268.jpg,.jpg,224,224,RGB,13.27
hazardous,hazardous_hazardous_hazardous_hazardous_battery-27_aug1096.jpg,.jpg,224,224,RGB,12.13
hazardous,hazardous_hazardous_hazardous_hazardous_battery-27_aug1279.jpg,.jpg,224,224,RGB,11.96
hazardous,hazardous_hazardous_hazardous_hazardous_battery-27_aug1687.jpg,.jpg,224,224,RGB,13.39
hazardous,hazardous_hazardous_hazardous_hazardous_battery-28_aug1797.jpg,.jpg,224,224,RGB,14.11
hazardous,hazardous_hazardous_hazardous_hazardous_battery-28_aug1851.jpg,.jpg,224,224,RGB,14.79
hazardous,hazardous_hazardous_hazardous_hazardous_battery-28_aug273.jpg,.jpg,224,224,RGB,15.01
hazardous,hazardous_hazardous_hazardous_hazardous_battery-2_aug2049.jpg,.jpg,224,224,RGB,13.22
hazardous,hazardous_hazardous_hazardous_hazardous_battery-2_aug845.jpg,.jpg,224,224,RGB,13.92
hazardous,hazardous_hazardous_hazardous_hazardous_battery-3_aug1837.jpg,.jpg,224,224,RGB,11.35
hazardous,hazardous_hazardous_hazardous_hazardous_battery-3_aug346.jpg,.jpg,224,224,RGB,11.19
hazardous,hazardous_hazardous_hazardous_hazardous_battery-3_aug770.jpg,.jpg,224,224,RGB,10.59
hazardous,hazardous_hazardous_hazardous_hazardous_battery-3_aug974.jpg,.jpg,224,224,RGB,10.59
hazardous,hazardous_hazardous_hazardous_hazardous_battery-47_aug2402.jpg,.jpg,224,224,RGB,16.05
hazardous,hazardous_hazardous_hazardous_hazardous_battery-48_aug1141.jpg,.jpg,224,224,RGB,17.05
hazardous,hazardous_hazardous_hazardous_hazardous_battery-48_aug1179.jpg,.jpg,224,224,RGB,17.13
hazardous,hazardous_hazardous_hazardous_hazardous_battery-48_aug1842.jpg,.jpg,224,224,RGB,10.31
hazardous,hazardous_hazardous_hazardous_hazardous_battery-48_aug1894.jpg,.jpg,224,224,RGB,15.98
hazardous,hazardous_hazardous_hazardous_hazardous_battery-48_aug2082.jpg,.jpg,224,224,RGB,17.08
hazardous,hazardous_hazardous_hazardous_hazardous_battery-48_aug2312.jpg,.jpg,224,224,RGB,15.14
hazardous,hazardous_hazardous_hazardous_hazardous_battery-48_aug624.jpg,.jpg,224,224,RGB,15.05
hazardous,hazardous_hazardous_hazardous_hazardous_battery-48_aug762.jpg,.jpg,224,224,RGB,16.59
hazardous,hazardous_hazardous_hazardous_hazardous_battery-48_aug818.jpg,.jpg,224,224,RGB,16.03
hazardous,hazardous_hazardous_hazardous_hazardous_battery-49_aug1.jpg,.jpg,224,224,RGB,17.68
hazardous,hazardous_hazardous_hazardous_hazardous_battery-49_aug2690.jpg,.jpg,224,224,RGB,16.88
hazardous,hazardous_hazardous_hazardous_hazardous_battery-49_aug691.jpg,.jpg,224,224,RGB,17.62
hazardous,hazardous_hazardous_hazardous_hazardous_battery-49_aug857.jpg,.jpg,224,224,RGB,17.25
hazardous,hazardous_hazardous_hazardous_hazardous_battery-4_aug1076.jpg,.jpg,224,224,RGB,10.97
hazardous,hazardous_hazardous_hazardous_hazardous_battery-4_aug1446.jpg,.jpg,224,224,RGB,11.71
hazardous,hazardous_hazardous_hazardous_hazardous_battery-5.jpg,.jpg,224,224,RGB,12.04
hazardous,hazardous_hazardous_hazardous_hazardous_battery-50_aug2325.jpg,.jpg,224,224,RGB,15.86
hazardous,hazardous_hazardous_hazardous_hazardous_battery-50_aug237.jpg,.jpg,224,224,RGB,16.46
hazardous,hazardous_hazardous_hazardous_hazardous_battery-50_aug416.jpg,.jpg,224,224,RGB,15.28
hazardous,hazardous_hazardous_hazardous_hazardous_battery-50_aug546.jpg,.jpg,224,224,RGB,15.9
hazardous,hazardous_hazardous_hazardous_hazardous_battery-50_aug846.jpg,.jpg,224,224,RGB,16.08
hazardous,hazardous_hazardous_hazardous_hazardous_battery-50_aug951.jpg,.jpg,224,224,RGB,16.81
hazardous,hazardous_hazardous_hazardous_hazardous_battery-51.jpg,.jpg,224,224,RGB,16.72
hazardous,hazardous_hazardous_hazardous_hazardous_battery-51_aug174.jpg,.jpg,224,224,RGB,16.8
hazardous,hazardous_hazardous_hazardous_hazardous_battery-51_aug253.jpg,.jpg,224,224,RGB,17.64
hazardous,hazardous_hazardous_hazardous_hazardous_battery-51_aug347.jpg,.jpg,224,224,RGB,17.69
hazardous,hazardous_hazardous_hazardous_hazardous_battery-51_aug440.jpg,.jpg,224,224,RGB,16.78
hazardous,hazardous_hazardous_hazardous_hazardous_battery-52_aug1026.jpg,.jpg,224,224,RGB,14.77
hazardous,hazardous_hazardous_hazardous_hazardous_battery-52_aug191.jpg,.jpg,224,224,RGB,15.83
hazardous,hazardous_hazardous_hazardous_hazardous_battery-52_aug2280.jpg,.jpg,224,224,RGB,15.38
hazardous,hazardous_hazardous_hazardous_hazardous_battery-52_aug229.jpg,.jpg,224,224,RGB,13.49
hazardous,hazardous_hazardous_hazardous_hazardous_battery-52_aug679.jpg,.jpg,224,224,RGB,16.26
hazardous,hazardous_hazardous_hazardous_hazardous_battery-53_aug1065.jpg,.jpg,224,224,RGB,15.51
hazardous,hazardous_hazardous_hazardous_hazardous_battery-53_aug1167.jpg,.jpg,224,224,RGB,15.55
hazardous,hazardous_hazardous_hazardous_hazardous_battery-53_aug143.jpg,.jpg,224,224,RGB,15.56
hazardous,hazardous_hazardous_hazardous_hazardous_battery-54_aug1317.jpg,.jpg,224,224,RGB,16.29
hazardous,hazardous_hazardous_hazardous_hazardous_battery-54_aug1932.jpg,.jpg,224,224,RGB,16.33
hazardous,hazardous_hazardous_hazardous_hazardous_battery-54_aug1949.jpg,.jpg,224,224,RGB,15.32
hazardous,hazardous_hazardous_hazardous_hazardous_battery-54_aug2230.jpg,.jpg,224,224,RGB,16.27
hazardous,hazardous_hazardous_hazardous_hazardous_battery-54_aug2345.jpg,.jpg,224,224,RGB,16.28
hazardous,hazardous_hazardous_hazardous_hazardous_battery-54_aug2595.jpg,.jpg,224,224,RGB,16.05
hazardous,hazardous_hazardous_hazardous_hazardous_battery-54_aug279.jpg,.jpg,224,224,RGB,15.84
hazardous,hazardous_hazardous_hazardous_hazardous_battery-54_aug405.jpg,.jpg,224,224,RGB,16.32
hazardous,hazardous_hazardous_hazardous_hazardous_battery-55_aug1631.jpg,.jpg,224,224,RGB,14.51
hazardous,hazardous_hazardous_hazardous_hazardous_battery-55_aug1789.jpg,.jpg,224,224,RGB,16.59
hazardous,hazardous_hazardous_hazardous_hazardous_battery-55_aug1923.jpg,.jpg,224,224,RGB,16.55
hazardous,hazardous_hazardous_hazardous_hazardous_battery-55_aug202.jpg,.jpg,224,224,RGB,16.51
hazardous,hazardous_hazardous_hazardous_hazardous_battery-56.jpg,.jpg,224,224,RGB,15.03
hazardous,hazardous_hazardous_hazardous_hazardous_battery-56_aug1589.jpg,.jpg,224,224,RGB,15.29
hazardous,hazardous_hazardous_hazardous_hazardous_battery-56_aug1665.jpg,.jpg,224,224,RGB,14.56
hazardous,hazardous_hazardous_hazardous_hazardous_battery-56_aug1999.jpg,.jpg,224,224,RGB,15.07
hazardous,hazardous_hazardous_hazardous_hazardous_battery-56_aug594.jpg,.jpg,224,224,RGB,15.63
hazardous,hazardous_hazardous_hazardous_hazardous_battery-56_aug731.jpg,.jpg,224,224,RGB,14.34
hazardous,hazardous_hazardous_hazardous_hazardous_battery-56_aug790.jpg,.jpg,224,224,RGB,14.03
hazardous,hazardous_hazardous_hazardous_hazardous_battery-57_aug1185.jpg,.jpg,224,224,RGB,15.99
hazardous,hazardous_hazardous_hazardous_hazardous_battery-57_aug15.jpg,.jpg,224,224,RGB,17.91
hazardous,hazardous_hazardous_hazardous_hazardous_battery-57_aug1971.jpg,.jpg,224,224,RGB,14.86
hazardous,hazardous_hazardous_hazardous_hazardous_battery-57_aug2276.jpg,.jpg,224,224,RGB,15.02
hazardous,hazardous_hazardous_hazardous_hazardous_battery-58.jpg,.jpg,224,224,RGB,16.7
hazardous,hazardous_hazardous_hazardous_hazardous_battery-58_aug1211.jpg,.jpg,224,224,RGB,16.77
hazardous,hazardous_hazardous_hazardous_hazardous_battery-58_aug1668.jpg,.jpg,224,224,RGB,15.39
hazardous,hazardous_hazardous_hazardous_hazardous_battery-58_aug1863.jpg,.jpg,224,224,RGB,16.63
hazardous,hazardous_hazardous_hazardous_hazardous_battery-58_aug2105.jpg,.jpg,224,224,RGB,15.23
hazardous,hazardous_hazardous_hazardous_hazardous_battery-58_aug2132.jpg,.jpg,224,224,RGB,16.8
hazardous,hazardous_hazardous_hazardous_hazardous_battery-58_aug284.jpg,.jpg,224,224,RGB,17.64
hazardous,hazardous_hazardous_hazardous_hazardous_battery-58_aug950.jpg,.jpg,224,224,RGB,16.7
hazardous,hazardous_hazardous_hazardous_hazardous_battery-59_aug27.jpg,.jpg,224,224,RGB,15.58
hazardous,hazardous_hazardous_hazardous_hazardous_battery-59_aug808.jpg,.jpg,224,224,RGB,15.8
hazardous,hazardous_hazardous_hazardous_hazardous_battery-5_aug194.jpg,.jpg,224,224,RGB,12.89
hazardous,hazardous_hazardous_hazardous_hazardous_battery-60_aug1325.jpg,.jpg,224,224,RGB,17.45
hazardous,hazardous_hazardous_hazardous_hazardous_battery-60_aug1366.jpg,.jpg,224,224,RGB,17.07
hazardous,hazardous_hazardous_hazardous_hazardous_battery-60_aug2262.jpg,.jpg,224,224,RGB,14.98
hazardous,hazardous_hazardous_hazardous_hazardous_battery-61_aug1007.jpg,.jpg,224,224,RGB,17.03
hazardous,hazardous_hazardous_hazardous_hazardous_battery-61_aug1560.jpg,.jpg,224,224,RGB,17.2
hazardous,hazardous_hazardous_hazardous_hazardous_battery-62_aug1535.jpg,.jpg,224,224,RGB,14.75
hazardous,hazardous_hazardous_hazardous_hazardous_battery-62_aug485.jpg,.jpg,224,224,RGB,15.14
hazardous,hazardous_hazardous_hazardous_hazardous_battery-62_aug598.jpg,.jpg,224,224,RGB,13.97
hazardous,hazardous_hazardous_hazardous_hazardous_battery-62_aug897.jpg,.jpg,224,224,RGB,15.44
hazardous,hazardous_hazardous_hazardous_hazardous_battery-63_aug1716.jpg,.jpg,224,224,RGB,13.36
hazardous,hazardous_hazardous_hazardous_hazardous_battery-63_aug2013.jpg,.jpg,224,224,RGB,14.16
hazardous,hazardous_hazardous_hazardous_hazardous_battery-63_aug2492.jpg,.jpg,224,224,RGB,14.68
hazardous,hazardous_hazardous_hazardous_hazardous_battery-64_aug1097.jpg,.jpg,224,224,RGB,16.03
hazardous,hazardous_hazardous_hazardous_hazardous_battery-64_aug1818.jpg,.jpg,224,224,RGB,16.02
hazardous,hazardous_hazardous_hazardous_hazardous_battery-64_aug1879.jpg,.jpg,224,224,RGB,13.6
hazardous,hazardous_hazardous_hazardous_hazardous_battery-64_aug2665.jpg,.jpg,224,224,RGB,16.51
hazardous,hazardous_hazardous_hazardous_hazardous_battery-64_aug2719.jpg,.jpg,224,224,RGB,16.94
hazardous,hazardous_hazardous_hazardous_hazardous_battery-64_aug76.jpg,.jpg,224,224,RGB,16.01
hazardous,hazardous_hazardous_hazardous_hazardous_battery-65_aug1271.jpg,.jpg,224,224,RGB,13.43
hazardous,hazardous_hazardous_hazardous_hazardous_battery-65_aug1330.jpg,.jpg,224,224,RGB,14.08
hazardous,hazardous_hazardous_hazardous_hazardous_battery-65_aug188.jpg,.jpg,224,224,RGB,14.46
hazardous,hazardous_hazardous_hazardous_hazardous_battery-65_aug759.jpg,.jpg,224,224,RGB,13.45
hazardous,hazardous_hazardous_hazardous_hazardous_battery-6_aug1380.jpg,.jpg,224,224,RGB,15.16
hazardous,hazardous_hazardous_hazardous_hazardous_battery-6_aug17.jpg,.jpg,224,224,RGB,15.48
hazardous,hazardous_hazardous_hazardous_hazardous_battery-6_aug1760.jpg,.jpg,224,224,RGB,15.1
hazardous,hazardous_hazardous_hazardous_hazardous_battery-6_aug1808.jpg,.jpg,224,224,RGB,14.1
hazardous,hazardous_hazardous_hazardous_hazardous_battery-6_aug2016.jpg,.jpg,224,224,RGB,15.1
hazardous,hazardous_hazardous_hazardous_hazardous_battery-6_aug2035.jpg,.jpg,224,224,RGB,15.15
hazardous,hazardous_hazardous_hazardous_hazardous_battery-8.jpg,.jpg,224,224,RGB,12.76
hazardous,hazardous_hazardous_hazardous_hazardous_battery-8_aug1738.jpg,.jpg,224,224,RGB,14.9
hazardous,hazardous_hazardous_hazardous_hazardous_battery-8_aug619.jpg,.jpg,224,224,RGB,14.13
hazardous,hazardous_hazardous_hazardous_hazardous_battery-9.jpg,.jpg,224,224,RGB,12.47
hazardous,hazardous_hazardous_hazardous_hazardous_battery-9_aug329.jpg,.jpg,224,224,RGB,13.26
hazardous,hazardous_hazardous_hazardous_hazardous_battery-9_aug525.jpg,.jpg,224,224,RGB,12.44
hazardous,hazardous_hazardous_hazardous_hazardous_battery-9_aug590.jpg,.jpg,224,224,RGB,14.04
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-10.jpg,.jpg,224,224,RGB,14.55
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-10_aug1593.jpg,.jpg,224,224,RGB,15.69
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-10_aug201.jpg,.jpg,224,224,RGB,14.52
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-10_aug2167.jpg,.jpg,224,224,RGB,15.83
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-12_aug584.jpg,.jpg,224,224,RGB,15.83
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-13.jpg,.jpg,224,224,RGB,16.7
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-13_aug1215.jpg,.jpg,224,224,RGB,16.84
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-13_aug874.jpg,.jpg,224,224,RGB,15.07
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-14_aug1666.jpg,.jpg,224,224,RGB,14.8
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-14_aug1904.jpg,.jpg,224,224,RGB,14.9
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-14_aug2527.jpg,.jpg,224,224,RGB,15.65
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-15.jpg,.jpg,224,224,RGB,12.1
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-15_aug1158.jpg,.jpg,224,224,RGB,11.99
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-15_aug2134.jpg,.jpg,224,224,RGB,12.77
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-15_aug97.jpg,.jpg,224,224,RGB,14.59
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-16_aug1260.jpg,.jpg,224,224,RGB,13.56
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-16_aug2644.jpg,.jpg,224,224,RGB,13.99
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-16_aug70.jpg,.jpg,224,224,RGB,13.09
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-16_aug799.jpg,.jpg,224,224,RGB,13.35
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-17_aug1577.jpg,.jpg,224,224,RGB,11.1
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-17_aug1959.jpg,.jpg,224,224,RGB,11.69
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-17_aug2459.jpg,.jpg,224,224,RGB,11.09
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-18.jpg,.jpg,224,224,RGB,13.84
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-18_aug1244.jpg,.jpg,224,224,RGB,14.09
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-18_aug1957.jpg,.jpg,224,224,RGB,12.43
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-18_aug2130.jpg,.jpg,224,224,RGB,13.9
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-18_aug233.jpg,.jpg,224,224,RGB,14.33
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-18_aug50.jpg,.jpg,224,224,RGB,14.48
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-19_aug1742.jpg,.jpg,224,224,RGB,10.86
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-20_aug825.jpg,.jpg,224,224,RGB,13.22
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-21_aug1327.jpg,.jpg,224,224,RGB,15.15
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-21_aug168.jpg,.jpg,224,224,RGB,14.37
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-21_aug1816.jpg,.jpg,224,224,RGB,13.05
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-21_aug921.jpg,.jpg,224,224,RGB,13.7
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-22_aug1925.jpg,.jpg,224,224,RGB,12.06
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-22_aug193.jpg,.jpg,224,224,RGB,13.46
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-22_aug850.jpg,.jpg,224,224,RGB,12.11
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-23_aug1395.jpg,.jpg,224,224,RGB,14.71
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-23_aug1494.jpg,.jpg,224,224,RGB,13.34
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-23_aug1496.jpg,.jpg,224,224,RGB,13.34
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-23_aug293.jpg,.jpg,224,224,RGB,14.64
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-24_aug1714.jpg,.jpg,224,224,RGB,14.13
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-24_aug1991.jpg,.jpg,224,224,RGB,15.17
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-24_aug452.jpg,.jpg,224,224,RGB,14.97
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-24_aug794.jpg,.jpg,224,224,RGB,14.92
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-25_aug1020.jpg,.jpg,224,224,RGB,11.98
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-25_aug1562.jpg,.jpg,224,224,RGB,12.48
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-25_aug2583.jpg,.jpg,224,224,RGB,14.0
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-25_aug678.jpg,.jpg,224,224,RGB,12.21
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-25_aug777.jpg,.jpg,224,224,RGB,11.9
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-26_aug54.jpg,.jpg,224,224,RGB,14.24
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-26_aug807.jpg,.jpg,224,224,RGB,15.89
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-27_aug277.jpg,.jpg,224,224,RGB,14.51
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-5_aug1389.jpg,.jpg,224,224,RGB,20.84
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-5_aug1511.jpg,.jpg,224,224,RGB,17.7
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-5_aug1943.jpg,.jpg,224,224,RGB,19.79
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-5_aug2544.jpg,.jpg,224,224,RGB,21.21
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-5_aug734.jpg,.jpg,224,224,RGB,21.17
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-6.jpg,.jpg,224,224,RGB,20.32
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-6_aug1248.jpg,.jpg,224,224,RGB,20.8
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-6_aug1509.jpg,.jpg,224,224,RGB,20.48
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-7_aug2269.jpg,.jpg,224,224,RGB,20.64
hazardous,hazardous_hazardous_hazardous_hazardous_e-waste-7_aug474.jpg,.jpg,224,224,RGB,20.01
